trip_status,ride_hailing_app,trip_time,total_time,wait_time,trip_type,surge_multiplier,vehicle_make,driver_gender,trip_map_image_url,price_usd,distance_kms,temperature_value,humidity,wind_speed,cloudness,weather_main,weather_desc,precipitation
Completed,Uber,0:20:21,32,11,uberX,1.0,Hyundai,1,Saint Petersburg,3.58,8.58,15,0.7,1.31,0.13,clear-day,Clear,none
Completed,Uber,0:17:45,24,6,uberX,1.0,Mitsubishi,1,Saint Petersburg,5.09,9.66,11,0.86,1.43,0,clear-night,Clear,none
Completed,Uber,0:15:54,30,14,uberX,1.0,Chevrolet,1,Saint Petersburg,3.83,8.06,4,0.68,1.7,0.6,partly-cloudy-day,Mostly Cloudy,none
Completed,Gett,0:20:32,25,4,Business,,Mercedes-Benz,1,Saint Petersburg,14.35,9.3,2,0.73,2.35,0.49,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:19:57,28,8,uberX,1.0,Renault,1,Saint Petersburg,3.62,9.72,-1,0.73,5.08,0.82,partly-cloudy-day,Mostly Cloudy,none
Completed,Gett,0:47:19,52,4,Business,,Audi,1,Saint Petersburg,20.59,11.1,-1,0.74,3.92,0.58,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:14:19,18,3,uberX,1.0,Citroen,1,Saint Petersburg,2.87,5.65,0,0.59,3.86,0.2,clear-day,Clear,none
Completed,Uber,0:18:35,29,10,uberX,1.0,Hyundai,1,Saint Petersburg,3.35,8.11,-1,0.65,2.45,0.05,clear-night,Clear,none
Completed,Uber,0:19:11,26,6,uberX,1.0,Opel,0,Saint Petersburg,2.74,6.68,5,0.95,4.33,0.99,cloudy,Overcast,none
Completed,Uber,0:23:21,31,7,uberX,1.0,Skoda,1,Saint Petersburg,4.48,8.93,5,0.9,6.31,1,cloudy,Overcast,none
Completed,Gett,0:29:38,31,1,EconomyFix,,Skoda,1,Saint Petersburg,9.78,28.0,1,0.91,4.1,1,cloudy,Overcast,none
Completed,Uber,0:50:04,56,5,uberX,1.0,Hyundai,1,Saint Petersburg,14.2,42.71,1,0.92,4.05,0.83,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:32:30,41,8,uberX,1.0,Renault,1,Saint Petersburg,5.23,8.11,2,0.96,2.77,1,cloudy,Overcast,none
Completed,Uber,0:17:30,21,3,uberX,1.0,Nissan,1,Saint Petersburg,3.37,9.56,2,0.96,2.83,0.98,cloudy,Overcast,none
Completed,Uber,0:17:02,32,14,uberX,1.0,Chevrolet,1,Saint Petersburg,3.43,10.7,5,0.89,5.69,0.91,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:11:40,18,6,uberX,1.0,Volkswagen,1,Saint Petersburg,2.75,4.84,1,0.95,1.41,0.93,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:08:31,12,3,uberX,1.0,Hyundai,1,Saint Petersburg,1.91,4.02,1,0.99,1.83,0.93,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:24:10,27,2,uberX,1.0,Hyundai,1,Saint Petersburg,3.62,7.26,1,0.99,1.62,0.94,cloudy,Overcast,none
Completed,Uber,0:23:19,33,9,uberX,1.0,Volkswagen,1,Saint Petersburg,4.26,11.28,0,0.93,1.8,0.98,cloudy,Overcast,none
Completed,Uber,0:10:14,17,6,uberX,1.0,Ford,1,Saint Petersburg,1.95,3.77,-3,0.8,3.63,0.94,cloudy,Overcast,none
Completed,Uber,0:24:13,27,2,uberX,1.0,Fiat,1,Saint Petersburg,3.83,9.16,-4,0.82,3.51,0.95,cloudy,Overcast,none
Completed,Uber,0:22:29,26,3,uberX,1.0,Lada,1,Saint Petersburg,4.0,10.3,-3,0.82,6.02,0.92,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:21:00,25,4,uberX,1.0,Hyundai,1,Saint Petersburg,4.29,5.86,-3,0.82,6.46,0.94,cloudy,Overcast,none
Completed,Uber,0:22:28,30,7,uberX,1.0,Nissan,1,Saint Petersburg,4.37,8.03,1,0.86,5.31,1,cloudy,Overcast,none
Completed,Uber,0:45:09,48,2,uberX,1.0,Hyundai,1,Saint Petersburg,8.2,14.55,1,0.9,3.51,0.97,cloudy,Overcast,none
Completed,Uber,0:26:50,34,7,uberX,1.0,Renault,1,Saint Petersburg,10.4,32.67,2,0.94,3.39,0.99,cloudy,Overcast,none
Completed,Uber,0:30:16,38,7,uberX,1.0,Hyundai,1,Saint Petersburg,11.01,34.04,1,0.92,4.21,1,cloudy,Overcast,none
Completed,Uber,0:26:06,31,4,uberX,1.0,Skoda,1,Saint Petersburg,11.61,34.55,1,0.92,3.5,0.97,cloudy,Overcast,none
Completed,Uber,0:32:21,34,1,uberX,1.0,Lada,1,Saint Petersburg,10.94,34.83,1,0.92,3.48,0.97,cloudy,Overcast,none
Completed,Uber,0:04:39,11,6,uberX,1.0,Nissan,1,Saint Petersburg,1.73,1.72,3,0.94,3.97,1,cloudy,Overcast,none
Completed,Gett,0:05:05,15,9,EconomyFix,,Hyundai,1,Saint Petersburg,1.88,1.58,2,0.96,3.02,0.97,cloudy,Overcast,none
Completed,Uber,0:03:11,8,4,uberX,1.0,Renault,1,Saint Petersburg,2.0,1.29,3,0.96,2.96,1,cloudy,Overcast,none
Completed,Uber,0:07:06,21,13,uberX,1.0,Hyundai,1,Saint Petersburg,1.76,1.45,3,0.96,2.96,1,cloudy,Overcast,none
Completed,Uber,0:08:59,18,9,uberX,1.0,Skoda,1,Saint Petersburg,1.37,1.38,3,0.96,2.93,1,cloudy,Overcast,none
Completed,Uber,0:11:03,25,13,uberX,1.0,Hyundai,1,Saint Petersburg,1.9,3.22,2,0.98,2.4,0.88,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:04:30,18,13,uberX,1.0,Volkswagen,1,Saint Petersburg,2.38,1.88,2,0.97,2.89,0.69,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:20:41,26,5,uberX,1.6,Hyundai,1,Saint Petersburg,7.19,13.44,2,0.98,2.92,0.71,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:31:35,38,6,uberX,1.0,Hyundai,1,Saint Petersburg,12.97,21.6,2,0.99,5.69,1,cloudy,Overcast,none
Completed,Uber,0:19:16,25,5,uberX,1.0,Renault,1,Saint Petersburg,4.13,12.47,3,0.92,5.87,1,cloudy,Overcast,none
Completed,Uber,0:18:37,58,39,uberX,1.0,Toyota,1,Saint Petersburg,4.38,13.99,2,0.9,3.49,1,cloudy,Overcast,none
Completed,Uber,0:23:56,35,11,uberX,1.0,Skoda,1,Saint Petersburg,5.92,20.55,1,0.95,2.53,0.9,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:25:39,37,11,uberX,1.0,Kia,1,Saint Petersburg,4.21,9.67,1,0.92,3.51,0.99,cloudy,Overcast,none
Completed,Uber,0:31:29,39,7,uberX,1.0,Ford,1,Saint Petersburg,6.47,21.29,2,0.93,3.23,0.99,cloudy,Overcast,none
Completed,Uber,0:23:58,36,12,uberX,1.0,Volkswagen,1,Saint Petersburg,4.83,9.7,1,0.92,4.29,0.91,partly-cloudy-day,Mostly Cloudy,none
Completed,Gett,0:11:46,18,6,EconomyFix,,Hyundai,1,Saint Petersburg,3.22,6.0,1,0.93,4.07,0.97,cloudy,Overcast,none
Completed,Uber,0:23:20,30,6,uberBLACK,1.0,Mercedes-Benz,1,Saint Petersburg,11.33,12.12,1,0.93,3.7,0.79,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:24:57,35,10,uberX,1.0,Nissan,1,Saint Petersburg,5.67,10.25,1,0.93,3.59,0.9,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:21:07,27,5,uberX,1.0,Volkswagen,1,Saint Petersburg,2.97,5.87,1,0.92,4.28,1,cloudy,Overcast,none
Completed,Uber,0:26:08,35,8,uberX,1.0,Skoda,1,Saint Petersburg,3.67,8.29,1,0.92,4.32,1,cloudy,Overcast,none
Completed,Uber,0:24:10,26,1,uberX,1.0,Skoda,1,Saint Petersburg,4.01,8.82,1,0.88,3.83,0.99,cloudy,Overcast,none
Completed,Uber,0:46:26,51,4,uberX,1.0,Volkswagen,1,Saint Petersburg,5.81,14.58,1,0.86,3.77,0.99,cloudy,Overcast,none
Completed,Uber,0:52:50,58,5,uberX,1.0,Chevrolet,1,Saint Petersburg,6.3,14.66,1,0.81,4.63,0.9,partly-cloudy-night,Mostly Cloudy,none
Completed,Gett,0:56:56,66,9,EconomyFix,,Hyundai,1,Saint Petersburg,8.99,16.63,0,0.88,3.93,0.88,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,1:02:20,73,10,uberX,1.0,Lada,1,Saint Petersburg,8.03,18.2,0,0.88,3.88,0.88,partly-cloudy-night,Mostly Cloudy,none
Completed,Gett,0:13:15,17,3,EconomyFix,,Hyundai,1,Saint Petersburg,3.36,5.29,1,0.89,3.89,0.91,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:06:39,12,5,uberX,1.0,Kia,1,Saint Petersburg,2.04,2.77,1,0.9,3.9,0.99,cloudy,Overcast,none
Completed,Uber,0:29:32,39,9,uberX,1.0,Chevrolet,1,Saint Petersburg,10.98,33.15,-1,0.91,4.66,0.91,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:11:21,22,10,uberX,1.0,Hyundai,1,Saint Petersburg,2.95,3.77,0,0.98,5.6,1,fog,Foggy,none
Completed,Uber,0:19:13,25,5,uberBLACK,1.0,BMW,1,Saint Petersburg,11.12,11.1,1,0.94,0.63,0.87,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:24:46,29,4,uberX,1.0,Renault,1,Saint Petersburg,7.39,12.65,0,0.93,3.17,0.78,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:27:20,38,10,uberX,1.0,Renault,1,Saint Petersburg,5.77,10.93,1,0.9,3.81,0.91,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:19:51,27,7,uberX,1.0,Renault,1,Saint Petersburg,2.67,5.5,-1,0.93,2.48,0.9,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:09:53,24,14,uberX,1.0,Kia,1,Saint Petersburg,2.64,3.32,0,0.91,2.75,0.91,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:11:43,22,10,uberX,1.0,Honda,1,Saint Petersburg,3.4,5.15,-1,0.83,3.56,0.98,cloudy,Overcast,none
Completed,Gett,0:08:12,12,3,EconomyFix,,Kia,1,Saint Petersburg,2.99,6.0,-1,0.94,1.43,0.85,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:18:59,25,6,uberX,1.0,Chevrolet,1,Saint Petersburg,3.07,7.16,-4,0.84,4.19,0.91,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:20:50,24,3,uberX,1.0,Opel,1,Saint Petersburg,4.69,7.85,1,0.98,4.14,1,cloudy,Overcast,none
Completed,Uber,0:39:36,47,7,uberX,1.0,Hyundai,1,Saint Petersburg,13.24,33.04,2,0.9,4.47,1,cloudy,Overcast,none
Completed,Uber,0:33:41,49,15,uberX,1.0,Nissan,1,Saint Petersburg,5.93,16.54,2,0.88,4.43,0.98,cloudy,Overcast,none
Completed,Uber,0:16:47,26,9,uberX,1.0,Kia,1,Saint Petersburg,3.0,6.58,2,0.87,4.43,1,cloudy,Overcast,none
Completed,Uber,0:27:02,40,12,uberX,1.0,Volkswagen,1,Saint Petersburg,4.72,10.56,1,0.95,3.63,0.92,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:31:34,40,8,uberX,1.0,Renault,1,Saint Petersburg,5.93,11.67,1,0.96,3.36,0.99,cloudy,Overcast,none
Completed,Uber,0:12:11,16,3,uberX,1.0,Skoda,1,Saint Petersburg,2.68,4.86,-1,0.92,1.55,1,cloudy,Overcast,none
Completed,Uber,0:39:31,52,12,uberX,1.0,Renault,1,Saint Petersburg,5.7,14.1,-1,0.92,1.48,1,cloudy,Overcast,none
Completed,Uber,0:40:48,52,11,uberX,1.0,Hyundai,1,Saint Petersburg,6.26,16.7,-1,0.86,2.6,0.86,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:09:53,15,5,uberX,1.0,Hyundai,1,Saint Petersburg,2.51,4.55,-2,0.92,0.97,0.9,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:15:28,25,9,uberX,1.0,Hyundai,1,Saint Petersburg,3.56,5.63,-2,0.96,6.55,1,cloudy,Overcast,none
Completed,Uber,0:15:06,23,7,uberX,1.0,Nissan,1,Saint Petersburg,2.8,6.79,1,0.95,6.69,1,cloudy,Overcast,rain
Completed,Uber,0:17:54,24,6,uberX,1.0,Chevrolet,1,Saint Petersburg,2.53,5.41,1,0.88,6.72,0.88,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:18:39,26,7,uberX,1.0,Nissan,1,Saint Petersburg,3.26,4.76,-1,0.87,4.17,0.55,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:16:06,26,9,uberX,1.0,Hyundai,1,Saint Petersburg,3.08,4.8,-1,0.82,3.71,0.75,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:20:30,28,7,uberX,1.0,Mitsubishi,1,Saint Petersburg,3.14,7.05,-1,0.83,4.16,0.78,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:23:34,26,2,uberX,1.0,Kia,1,Saint Petersburg,4.89,10.43,-1,0.82,4.74,0.76,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:18:56,30,11,uberX,1.0,Kia,1,Saint Petersburg,3.48,5.44,-1,0.93,3.79,1,cloudy,Overcast,none
Completed,Uber,0:14:05,21,6,uberX,1.0,Hyundai,1,Saint Petersburg,3.72,4.99,2,0.89,3.81,1,cloudy,Overcast,none
Completed,Uber,0:04:32,10,5,uberX,1.0,Renault,1,Saint Petersburg,1.8,2.19,2,0.89,4.16,0.99,cloudy,Overcast,rain
Completed,Uber,0:18:20,24,5,uberX,1.0,Renault,1,Saint Petersburg,4.54,7.85,0,0.98,2.61,1,cloudy,Overcast,none
Completed,Uber,0:26:39,39,12,uberX,1.2,Citroen,1,Saint Petersburg,4.79,9.66,0,0.95,1.56,0.97,cloudy,Overcast,none
Completed,Uber,0:19:59,36,16,uberBLACK,1.0,Toyota,0,Saint Petersburg,8.43,7.69,0,0.86,4.14,0.78,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:17:26,25,7,uberX,1.0,Kia,1,Saint Petersburg,3.25,8.03,0,0.8,3.76,0.8,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:18:46,26,7,uberX,1.0,Ford,1,Saint Petersburg,5.81,10.98,0,0.84,2.95,0.95,cloudy,Overcast,none
Completed,Uber,0:31:40,43,11,uberX,1.0,Hyundai,1,Saint Petersburg,3.05,5.79,-2,0.94,1.48,0.98,cloudy,Overcast,none
Completed,Uber,0:15:48,32,16,uberX,1.0,Chevrolet,1,Saint Petersburg,2.38,5.01,-2,0.91,0.77,0.93,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:26:41,42,15,uberX,1.0,Volkswagen,1,Saint Petersburg,4.22,5.47,-3,0.94,0.31,0.97,cloudy,Overcast,none
Completed,Uber,0:25:38,47,21,uberX,1.0,Kia,1,Saint Petersburg,3.95,9.54,-2,0.93,3.57,1,cloudy,Overcast,none
Completed,Uber,0:28:22,42,13,uberX,1.0,Mitsubishi,1,Saint Petersburg,6.98,10.91,-3,0.94,2.75,0.99,cloudy,Overcast,none
Completed,Uber,0:15:41,24,8,uberX,1.0,Peugeot,1,Saint Petersburg,3.18,6.2,-3,0.94,4.36,0.99,cloudy,Overcast,none
Completed,Uber,0:23:02,34,10,uberX,1.0,Renault,1,Saint Petersburg,3.78,5.18,-1,0.96,4.74,1,fog,Foggy,none
Completed,Uber,0:53:07,83,29,uberBLACK,1.0,Mercedes-Benz,1,Saint Petersburg,23.44,30.98,-2,0.98,2.76,1,cloudy,Overcast,none
Completed,Uber,1:01:01,77,15,uberX,1.0,Renault,1,Saint Petersburg,11.27,32.51,0,0.95,2.62,0.99,cloudy,Overcast,none
Completed,Uber,0:11:26,19,7,uberX,1.0,Kia,1,Saint Petersburg,3.86,5.7,0,0.93,3.51,1,cloudy,Overcast,none
Completed,Uber,0:17:44,26,8,uberX,1.0,Nissan,1,Saint Petersburg,4.87,7.79,-2,0.82,7.78,0.92,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:23:03,32,8,uberX,1.0,Volkswagen,1,Saint Petersburg,4.8,9.11,-2,0.79,8.2,0.98,wind,Breezy and Overcast,none
Completed,Uber,0:16:14,23,6,uberX,1.0,Toyota,1,Saint Petersburg,3.5,6.2,-2,0.82,8.02,0.98,cloudy,Overcast,none
Completed,Uber,0:12:28,20,7,uberX,1.0,Ford,1,Saint Petersburg,3.43,5.66,-3,0.93,3.04,0.92,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:18:07,24,5,uberX,1.0,Chevrolet,1,Saint Petersburg,3.54,5.62,2,0.89,5.88,0.91,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:15:12,24,8,uberX,1.0,Audi,1,Saint Petersburg,4.04,6.52,0,0.92,1.63,1,cloudy,Overcast,none
Completed,Uber,0:16:17,27,10,uberX,1.0,Nissan,0,Saint Petersburg,3.29,5.81,2,0.92,5.1,0.93,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:14:25,18,3,uberX,1.0,Chery,1,Saint Petersburg,3.46,3.54,2,0.96,5.11,1,cloudy,Overcast,none
Completed,Uber,0:25:23,39,13,uberX,1.0,Chevrolet,1,Saint Petersburg,4.27,8.77,2,0.92,2.86,0.94,cloudy,Overcast,none
Completed,Uber,0:23:44,32,8,uberX,1.0,Honda,1,Saint Petersburg,5.77,10.04,1,0.94,1.61,0.9,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:13:33,20,6,uberX,1.0,Hyundai,1,Saint Petersburg,5.82,10.7,1,0.99,3.62,1,cloudy,Overcast,none
Completed,Uber,0:14:15,16,1,uberX,1.0,Renault,1,Saint Petersburg,3.4,8.01,1,0.97,3.08,1,cloudy,Overcast,none
Completed,Uber,0:05:03,10,4,uberX,1.0,Citroen,1,Saint Petersburg,1.65,2.69,3,0.92,5.74,1,cloudy,Overcast,none
Completed,Uber,0:24:35,34,9,uberX,1.0,Volkswagen,1,Saint Petersburg,8.11,15.76,3,0.89,4.47,1,cloudy,Overcast,rain
Completed,Uber,0:24:41,29,4,uberX,1.0,Hyundai,1,Saint Petersburg,7.34,16.0,3,0.9,4.96,1,cloudy,Overcast,none
Completed,Uber,0:19:00,22,3,uberX,1.0,Mitsubishi,1,Saint Petersburg,3.76,9.51,3,0.88,5.95,1,cloudy,Overcast,none
Completed,Uber,0:18:33,26,7,uberX,1.0,Chevrolet,1,Saint Petersburg,4.11,12.92,-2,0.77,8.1,0.64,wind,Breezy and Mostly Cloudy,none
Completed,Uber,0:13:46,30,16,uberX,1.0,Hyundai,1,Saint Petersburg,2.69,6.49,-2,0.76,5.0,0.45,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:17:53,25,7,uberX,1.0,Skoda,1,Saint Petersburg,4.13,7.93,-2,0.77,5.47,0.42,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:08:00,18,10,uberX,1.0,Kia,1,Saint Petersburg,1.84,3.59,-2,0.92,3.11,0.92,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:23:57,31,7,uberX,1.0,Chevrolet,1,Saint Petersburg,3.14,7.29,-1,0.98,1.62,1,cloudy,Overcast,none
Completed,Uber,0:09:34,17,7,uberX,1.0,Kia,1,Saint Petersburg,2.1,3.64,0,0.95,3.0,1,cloudy,Overcast,none
Completed,Uber,0:15:05,21,5,uberX,1.0,Volkswagen,1,Saint Petersburg,2.65,5.97,-1,0.94,4.32,1,cloudy,Overcast,none
Completed,Uber,0:14:49,22,7,uberX,1.0,Hyundai,1,Saint Petersburg,2.6,5.87,-2,0.83,3.5,1,cloudy,Overcast,none
Completed,Uber,0:26:44,43,16,uberX,1.0,Hyundai,1,Saint Petersburg,4.54,7.37,-6,0.93,0.31,0.95,cloudy,Overcast,none
Completed,Uber,0:09:57,11,1,uberX,1.0,Ravon,1,Saint Petersburg,2.01,3.65,-5,0.95,0.64,0.98,cloudy,Overcast,none
Completed,Uber,0:10:08,18,7,uberX,1.0,Renault,1,Saint Petersburg,3.66,4.8,-6,0.94,1.1,0.9,cloudy,Mostly Cloudy,none
Completed,Uber,0:18:58,24,5,uberX,1.0,Volkswagen,1,Saint Petersburg,2.76,6.84,-5,0.93,0.86,0.99,cloudy,Overcast,none
Completed,Uber,0:13:40,23,9,uberX,1.0,Renault,1,Saint Petersburg,2.4,5.87,-5,0.86,2.8,1,cloudy,Overcast,none
Completed,Uber,0:03:27,11,7,uberX,1.0,Chevrolet,1,Saint Petersburg,1.24,1.72,-6,0.9,2.25,1,cloudy,Overcast,none
Completed,Uber,0:08:49,18,9,uberX,1.0,Chevrolet,1,Saint Petersburg,2.42,3.43,-6,0.89,2.33,1,cloudy,Overcast,none
Completed,Uber,0:12:24,14,1,uberX,1.0,Chevrolet,1,Saint Petersburg,2.84,7.11,-6,0.88,2.51,1,cloudy,Overcast,none
Completed,Gett,0:12:00,21,9,EconomyFix,1.0,Kia,1,Saint Petersburg,3.6,7.4,-7,0.87,2.96,1,cloudy,Overcast,none
Completed,Uber,0:16:34,25,8,uberX,1.0,Chevrolet,1,Saint Petersburg,2.08,4.01,-8,0.89,3.12,0.9,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:11:22,20,8,uberX,1.0,Chevrolet,1,Saint Petersburg,2.38,3.8,-9,0.83,3.88,0.93,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:07:54,15,7,uberX,1.0,Renault,1,Saint Petersburg,2.52,3.62,-9,0.84,3.63,0.95,cloudy,Overcast,none
Completed,Uber,0:15:40,25,9,uberX,1.0,Hyundai,1,Saint Petersburg,4.65,6.29,-11,0.86,5.14,0.9,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:14:24,18,3,uberX,1.0,Volkswagen,1,Saint Petersburg,5.29,6.78,-11,0.83,6.05,1,cloudy,Overcast,none
Completed,Uber,0:45:15,51,5,uberX,1.0,Citroen,1,Saint Petersburg,6.91,18.01,-11,0.81,5.49,0.95,cloudy,Overcast,none
Completed,Uber,0:35:14,49,13,uberX,1.0,Ford,1,Saint Petersburg,5.68,10.06,-9,0.8,6.45,0.91,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:14:47,17,2,uberX,1.0,Lada,1,Saint Petersburg,6.15,7.35,-8,0.79,5.1,0.77,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:25:39,29,3,uberX,1.0,Nissan,1,Saint Petersburg,8.47,11.59,-8,0.8,5.02,0.78,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:19:24,29,9,uberX,1.0,Hyundai,1,Saint Petersburg,2.76,5.71,-7,0.93,5.16,0.87,snow,Flurries,snow
Completed,Uber,0:20:16,25,4,uberX,1.0,Renault,1,Saint Petersburg,2.8,6.44,-6,0.9,2.55,0.9,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:12:34,21,8,uberX,1.0,Kia,0,Saint Petersburg,2.98,4.83,-6,0.92,1.54,0.98,cloudy,Overcast,none
Completed,Uber,0:23:18,28,4,uberX,1.0,Skoda,1,Saint Petersburg,2.79,6.97,-6,0.89,2.58,0.88,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:14:39,24,9,uberX,1.0,Volkswagen,1,Saint Petersburg,3.08,6.18,-10,0.92,0.63,0.67,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:13:06,17,3,uberX,1.0,Hyundai,1,Saint Petersburg,2.67,5.55,-7,0.85,5.07,0.9,snow,Light Snow,snow
Completed,Uber,0:24:22,31,6,uberX,1.0,Ford,1,Saint Petersburg,3.03,6.29,-4,0.86,5.76,1,snow,Flurries,snow
Completed,Uber,0:15:17,22,6,uberX,1.0,Renault,1,Saint Petersburg,2.92,5.62,1,0.91,6.93,1,snow,Light Snow,snow
Completed,Uber,0:12:36,22,9,uberX,1.0,Volkswagen,1,Saint Petersburg,3.58,7.02,4,0.89,5.22,1,cloudy,Overcast,none
Completed,Uber,0:09:38,13,3,uberX,1.0,Nissan,1,Saint Petersburg,2.17,4.06,3,0.85,3.72,1,cloudy,Overcast,none
Completed,Uber,0:15:52,20,4,uberX,1.0,Ford,1,Saint Petersburg,3.38,7.31,3,0.87,3.76,0.98,cloudy,Overcast,none
Completed,Uber,0:12:44,17,4,uberX,1.0,Toyota,1,Saint Petersburg,3.5,6.41,1,0.98,2.58,1,cloudy,Overcast,none
Completed,Uber,0:10:54,17,6,uberX,1.0,Ford,1,Saint Petersburg,2.76,5.89,1,0.98,2.44,1,cloudy,Overcast,none
Completed,Uber,0:16:03,21,4,uberX,1.0,Volkswagen,1,Saint Petersburg,2.7,6.29,0,0.89,2.56,0.95,cloudy,Overcast,none
Completed,Uber,0:04:34,12,7,uberX,1.0,Ford,1,Saint Petersburg,1.46,2.22,0,0.89,4.13,1,cloudy,Overcast,none
Completed,Uber,0:11:14,17,5,uberX,1.0,Ford,1,Saint Petersburg,2.59,4.78,-1,0.91,3.0,1,cloudy,Overcast,none
Completed,Uber,0:33:29,42,8,uberX,1.0,Mitsubishi,1,Saint Petersburg,5.45,8.61,-7,0.9,3.68,0.96,cloudy,Overcast,none
Completed,Uber,0:20:15,25,4,uberX,1.0,Kia,1,Saint Petersburg,4.01,5.68,-7,0.89,3.92,0.99,cloudy,Overcast,none
Completed,Uber,0:16:09,26,9,uberX,1.0,Nissan,1,Saint Petersburg,2.87,6.63,-6,0.82,3.55,0.88,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:12:21,23,10,uberX,1.0,Volvo,1,Saint Petersburg,2.77,5.01,-8,0.84,3.12,0.96,cloudy,Overcast,none
Completed,Uber,0:19:36,23,3,uberX,1.0,Renault,1,Saint Petersburg,3.06,6.5,-12,0.91,0.38,0.48,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:16:38,23,6,uberX,1.0,Volkswagen,1,Saint Petersburg,3.53,7.47,-11,0.93,4.66,0.62,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:21:14,25,3,uberX,1.0,Hyundai,1,Saint Petersburg,4.92,5.66,-3,0.95,1.09,1,cloudy,Overcast,none
Completed,Uber,0:19:11,25,5,uberX,1.0,Nissan,1,Saint Petersburg,3.3,6.18,-7,0.88,4.29,0.71,partly-cloudy-night,Mostly Cloudy,snow
Completed,Uber,0:29:13,33,3,uberX,1.0,BMW,0,Saint Petersburg,2.91,5.41,-9,0.84,3.37,0.77,partly-cloudy-day,Mostly Cloudy,snow
Completed,Uber,0:18:53,23,4,uberX,1.0,Mitsubishi,1,Saint Petersburg,3.33,5.2,-11,0.85,4.95,0.75,partly-cloudy-day,Mostly Cloudy,snow
Completed,Uber,1:14:06,84,9,uberX,1.0,Volkswagen,1,Saint Petersburg,9.6,24.51,-6,0.82,3.02,0.53,partly-cloudy-day,Partly Cloudy,snow
Completed,Uber,0:53:01,61,7,uberX,1.0,Chevrolet,1,Saint Petersburg,8.2,13.84,-7,0.85,2.27,0.43,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:25:08,29,3,uberX,1.0,Mitsubishi,1,Saint Petersburg,3.85,9.11,-7,0.87,2.54,0.81,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:28:12,37,8,uberX,1.6,Skoda,1,Saint Petersburg,7.09,11.27,-8,0.87,1.95,0.86,partly-cloudy-night,Mostly Cloudy,none
